pair_id,fact_id,outcome,description_change
454642,entity_e6,retained,equivalent
454642,entity_e7,removed,absent
91349,entity_e1,retained,equivalent
91349,entity_e2,retained,equivalent
91349,entity_e3,retained,equivalent
91349,entity_e4,retained,equivalent
91349,entity_e5,retained,equivalent
91349,entity_e7,retained,equivalent
91349,entity_e11,removed,absent
110196,entity_e1,removed,absent
110196,entity_e2,retained,equivalent
110196,entity_e5,removed,absent
441614,entity_e1,retained,equivalent
441614,entity_e2,retained,equivalent
441614,entity_e3,removed,absent
441614,entity_e4,removed,absent
35966,entity_e1,retained,equivalent
35966,entity_e2,retained,equivalent
35966,entity_e3,retained,equivalent
35966,entity_e4,removed,absent
35966,entity_e5,retained,equivalent
35966,entity_e6,retained,equivalent
35966,entity_e7,retained,equivalent
35966,entity_e8,unresolved,collection_change
35966,entity_e9,removed,absent
458778,entity_e1,retained,specialized
458778,entity_e2,removed,absent
458778,entity_e3,retained,equivalent
458778,entity_e4,retained,equivalent
458778,entity_e5,retained,equivalent
458778,entity_e6,retained,equivalent
578383,entity_e1,retained,equivalent
578383,entity_e2,retained,equivalent
578383,entity_e3,retained,equivalent
578383,entity_e4,retained,equivalent
361521,entity_e1,retained,equivalent
361521,entity_e2,retained,equivalent
361521,entity_e3,removed,absent
361521,entity_e4,retained,specialized
361521,entity_e5,retained,equivalent
361521,entity_e6,retained,equivalent
340934,entity_e1,retained,equivalent
340934,entity_e2,unresolved,unresolved
340934,entity_e3,retained,equivalent
340934,entity_e4,unresolved,unresolved
340934,entity_e5,removed,absent
340934,entity_e6,removed,absent
340934,entity_e7,removed,absent
340934,entity_e8,removed,absent
340934,entity_e9,removed,absent
274298,entity_e1,unresolved,collection_change
274298,entity_e2,retained,equivalent
274298,entity_e3,removed,absent
274298,entity_e4,removed,absent
274298,entity_e5,removed,absent
467966,entity_e1,retained,equivalent
467966,entity_e3,retained,equivalent
467966,entity_e4,removed,absent
467966,entity_e5,removed,absent
467966,entity_e6,retained,equivalent
467966,entity_e7,removed,absent
448657,entity_e1,retained,equivalent
448657,entity_e2,retained,equivalent
448657,entity_e3,retained,equivalent
448657,entity_e4,removed,absent
448657,entity_e5,removed,absent
381925,entity_e1,retained,equivalent
381925,entity_e2,retained,equivalent
381925,entity_e4,removed,absent
381925,entity_e5,retained,equivalent
381925,entity_e6,retained,equivalent
381925,entity_e7,removed,absent
85162,entity_e1,retained,equivalent
85162,entity_e2,retained,equivalent
85162,entity_e3,retained,equivalent
85162,entity_e4,removed,absent
581863,entity_e1,retained,equivalent
581863,entity_e2,retained,equivalent
581863,entity_e3,retained,equivalent
581863,entity_e4,removed,absent
581863,entity_e6,removed,absent
567740,entity_e1,retained,equivalent
567740,entity_e2,retained,equivalent
567740,entity_e3,removed,absent
567740,entity_e4,retained,equivalent
567740,entity_e5,removed,absent
567740,entity_e6,retained,equivalent
327590,entity_e1,retained,equivalent
327590,entity_e2,retained,equivalent
327590,entity_e3,removed,absent
327590,entity_e4,removed,absent
327590,entity_e6,removed,absent
327590,entity_e7,retained,equivalent
32001,entity_e1,retained,equivalent
32001,entity_e2,retained,equivalent
32001,entity_e3,removed,absent
32001,entity_e4,retained,generalized
32001,entity_e5,retained,equivalent
32001,entity_e6,removed,absent
32001,entity_e7,retained,equivalent
32001,entity_e8,removed,absent
32001,entity_e9,retained,generalized
293545,entity_e1,retained,equivalent
293545,entity_e2,retained,equivalent
293545,entity_e4,retained,equivalent
293545,entity_e5,removed,absent
293545,entity_e6,retained,equivalent
293545,entity_e8,removed,absent
293545,entity_e9,removed,absent
523677,entity_e1,retained,equivalent
523677,entity_e2,removed,absent
523677,entity_e3,retained,equivalent
523677,entity_e4,retained,equivalent
523677,entity_e5,removed,absent
226404,entity_e1,retained,equivalent
226404,entity_e2,retained,equivalent
226404,entity_e3,unresolved,unresolved
226404,entity_e4,unresolved,unresolved
226404,entity_e5,unresolved,unresolved
226404,entity_e6,unresolved,collection_change
226404,entity_e7,removed,absent
226404,entity_e8,unresolved,collection_change
158414,entity_e2,removed,absent
158414,entity_e3,removed,absent
158414,entity_e4,removed,absent
49151,entity_e1,retained,generalized
49151,entity_e2,retained,equivalent
49151,entity_e3,removed,absent
49151,entity_e4,unresolved,collection_change
49151,entity_e5,removed,absent
49151,entity_e6,removed,absent
49151,entity_e7,removed,absent
49151,entity_e8,removed,absent
120340,entity_e1,retained,equivalent
120340,entity_e2,retained,equivalent
120340,entity_e3,removed,absent
120340,entity_e4,removed,absent
120340,entity_e5,removed,absent
120340,entity_e6,retained,equivalent
120340,entity_e7,removed,absent
120340,entity_e8,removed,absent
120340,entity_e9,removed,absent
572184,entity_e1,retained,equivalent
572184,entity_e2,retained,equivalent
214124,entity_e1,retained,equivalent
214124,entity_e2,retained,equivalent
214124,entity_e4,removed,absent
214124,entity_e5,removed,absent
474439,entity_e1,retained,equivalent
474439,entity_e2,retained,equivalent
474439,entity_e3,unresolved,unresolved
276971,entity_e1,retained,equivalent
276971,entity_e2,retained,equivalent
276971,entity_e6,removed,absent
276971,entity_e7,removed,absent
276971,entity_e8,removed,absent
276971,entity_e9,removed,absent
168583,entity_e1,retained,equivalent
168583,entity_e2,retained,equivalent
168583,entity_e3,retained,equivalent
168583,entity_e4,unresolved,unresolved
168583,entity_e5,retained,equivalent
168583,entity_e6,removed,absent
286591,entity_e1,removed,absent
286591,entity_e2,retained,equivalent
286591,entity_e3,removed,absent
286591,entity_e4,removed,absent
286591,entity_e5,removed,absent
417586,entity_e1,retained,equivalent
417586,entity_e2,retained,equivalent
417586,entity_e3,removed,absent
417586,entity_e4,removed,absent
417586,entity_e5,retained,equivalent
96034,entity_e2,retained,equivalent
168543,entity_e1,retained,equivalent
168543,entity_e2,unresolved,part_whole
168543,entity_e3,removed,absent
168543,entity_e5,removed,absent
89618,entity_e1,retained,equivalent
89618,entity_e2,unresolved,collection_change
89618,entity_e3,retained,equivalent
89618,entity_e4,removed,absent
89618,entity_e5,retained,equivalent
239005,entity_e1,retained,equivalent
239005,entity_e2,retained,equivalent
239005,entity_e3,retained,equivalent
476796,entity_e1,retained,equivalent
476796,entity_e2,removed,absent
476796,entity_e3,removed,absent
476796,entity_e4,removed,absent
372428,entity_e2,retained,equivalent
372428,entity_e3,retained,equivalent
483723,entity_e1,retained,equivalent
483723,entity_e2,unresolved,collection_change
483723,entity_e4,removed,absent
160004,entity_e1,retained,equivalent
160004,entity_e2,retained,generalized
160004,entity_e3,removed,absent
160004,entity_e4,removed,absent
160004,entity_e5,retained,equivalent
160004,entity_e7,retained,equivalent
160004,entity_e8,removed,absent
160004,entity_e10,retained,equivalent
160004,entity_e11,removed,absent
160004,entity_e12,removed,absent
246252,entity_e1,retained,equivalent
246252,entity_e2,retained,equivalent
246252,entity_e3,retained,equivalent
246252,entity_e4,retained,equivalent
246252,entity_e5,removed,absent
553747,entity_e1,unresolved,part_whole
553747,entity_e2,unresolved,unresolved
553747,entity_e3,removed,absent
553747,entity_e4,removed,absent
553747,entity_e5,removed,absent
553747,entity_e6,removed,absent
332777,entity_e1,retained,equivalent
332777,entity_e2,retained,generalized
332777,entity_e3,retained,equivalent
145073,entity_e1,retained,equivalent
145073,entity_e2,retained,equivalent
145073,entity_e3,retained,equivalent
370207,entity_e1,retained,equivalent
370207,entity_e2,retained,equivalent
370207,entity_e3,retained,equivalent
370207,entity_e4,retained,specialized
370207,entity_e5,retained,equivalent
370207,entity_e6,retained,equivalent
370207,entity_e7,retained,equivalent
370207,entity_e9,removed,absent
337055,entity_e1,retained,equivalent
337055,entity_e2,retained,equivalent
337055,entity_e3,removed,absent
337055,entity_e4,removed,absent
337055,entity_e5,removed,absent
337055,entity_e6,removed,absent
337055,entity_e7,retained,equivalent
337055,entity_e8,retained,equivalent
337055,entity_e9,removed,absent
169436,entity_e1,retained,equivalent
169436,entity_e2,retained,equivalent
169436,entity_e3,removed,absent
169436,entity_e4,retained,equivalent
169436,entity_e5,retained,specialized
169436,entity_e7,removed,absent
45644,entity_e1,retained,equivalent
45644,entity_e2,retained,equivalent
45644,entity_e3,retained,equivalent
45644,entity_e4,retained,equivalent
45644,entity_e6,removed,absent
265518,entity_e1,retained,equivalent
265518,entity_e2,retained,equivalent
265518,entity_e3,retained,equivalent
265518,entity_e4,unresolved,unresolved
265518,entity_e5,retained,equivalent
265518,entity_e6,removed,absent
265518,entity_e7,removed,absent
265518,entity_e8,retained,equivalent
265518,entity_e9,retained,equivalent
365208,entity_e1,retained,equivalent
365208,entity_e3,retained,equivalent
365208,entity_e4,retained,specialized
365208,entity_e5,removed,absent
221536,entity_e1,retained,equivalent
221536,entity_e2,retained,equivalent
221536,entity_e3,removed,absent
221536,entity_e4,retained,equivalent
298372,entity_e1,retained,equivalent
298372,entity_e2,retained,equivalent
298372,entity_e3,retained,specialized
388409,entity_e1,retained,equivalent
388409,entity_e2,retained,equivalent
388409,entity_e3,removed,absent
388409,entity_e4,removed,absent
388409,entity_e5,removed,absent
262092,entity_e1,retained,equivalent
262092,entity_e2,retained,equivalent
262092,entity_e3,retained,equivalent
262092,entity_e4,removed,absent
262092,entity_e5,removed,absent
262092,entity_e6,removed,absent
388829,entity_e1,retained,equivalent
388829,entity_e2,retained,equivalent
388829,entity_e3,retained,equivalent
388829,entity_e4,retained,equivalent
388829,entity_e5,retained,equivalent
262987,entity_e1,unresolved,unresolved
262987,entity_e3,unresolved,unresolved
262987,entity_e4,removed,absent
262987,entity_e6,removed,absent
501047,entity_e1,retained,equivalent
501047,entity_e2,retained,equivalent
501047,entity_e3,removed,absent
501047,entity_e4,removed,absent
501047,entity_e5,retained,equivalent
494014,entity_e1,retained,equivalent
494014,entity_e2,retained,equivalent
494014,entity_e3,unresolved,unresolved
494014,entity_e4,retained,equivalent
494014,entity_e5,removed,absent
494014,entity_e6,retained,equivalent
494014,entity_e7,retained,equivalent
581451,entity_e1,retained,equivalent
581451,entity_e2,removed,absent
581451,entity_e3,retained,equivalent
581451,entity_e5,removed,absent
581451,entity_e6,removed,absent
373089,entity_e1,retained,equivalent
373089,entity_e2,retained,equivalent
373089,entity_e3,retained,equivalent
373089,entity_e4,retained,equivalent
373089,entity_e5,retained,equivalent
351528,entity_e1,retained,equivalent
351528,entity_e4,retained,equivalent
351528,entity_e5,removed,absent
180917,entity_e1,retained,equivalent
180917,entity_e2,retained,equivalent
180917,entity_e3,removed,absent
180917,entity_e4,removed,absent
180917,entity_e5,retained,equivalent
180917,entity_e6,removed,absent
180917,entity_e7,removed,absent
71090,entity_e1,retained,equivalent
71090,entity_e2,retained,equivalent
71090,entity_e3,retained,equivalent
71090,entity_e4,removed,absent
483849,entity_e1,retained,equivalent
483849,entity_e2,retained,equivalent
483849,entity_e3,retained,equivalent
483849,entity_e5,retained,equivalent
483849,entity_e6,removed,absent
418623,entity_e1,retained,equivalent
418623,entity_e2,retained,equivalent
418623,entity_e3,retained,equivalent
418623,entity_e4,removed,absent
418623,entity_e5,unresolved,unresolved
418623,entity_e6,removed,absent
418623,entity_e8,removed,absent
418623,entity_e9,removed,absent
418623,entity_e10,removed,absent
528098,entity_e1,retained,equivalent
528098,entity_e2,retained,equivalent
528098,entity_e3,retained,equivalent
528098,entity_e4,retained,equivalent
528098,entity_e5,removed,absent
528098,entity_e6,retained,equivalent
528098,entity_e7,retained,equivalent
536720,entity_e1,retained,equivalent
536720,entity_e2,removed,absent
536720,entity_e3,retained,equivalent
536720,entity_e5,retained,equivalent
265096,entity_e1,retained,equivalent
265096,entity_e2,removed,absent
265096,entity_e3,removed,absent
265096,entity_e4,removed,absent
265096,entity_e5,removed,absent
265096,entity_e6,removed,absent
265096,entity_e7,retained,equivalent
405635,entity_e1,removed,absent
405635,entity_e2,removed,absent
405635,entity_e3,removed,absent
405635,entity_e4,removed,absent
405635,entity_e5,removed,absent
405635,entity_e6,removed,absent
405635,entity_e9,removed,absent
508580,entity_e1,unresolved,collection_change
508580,entity_e2,retained,equivalent
508580,entity_e3,removed,absent
508580,entity_e4,removed,absent
30273,entity_e1,retained,equivalent
30273,entity_e3,retained,specialized
30273,entity_e4,retained,specialized
30273,entity_e5,retained,equivalent
30273,entity_e6,retained,generalized
566324,entity_e1,retained,equivalent
566324,entity_e2,retained,equivalent
566324,entity_e3,retained,equivalent
566324,entity_e4,retained,specialized
566324,entity_e5,retained,equivalent
566324,entity_e6,retained,equivalent
566324,entity_e7,retained,equivalent
566324,entity_e8,retained,equivalent
566324,entity_e9,retained,equivalent
283119,entity_e1,retained,equivalent
283119,entity_e2,retained,equivalent
283119,entity_e3,retained,equivalent
283119,entity_e4,retained,equivalent
283119,entity_e5,removed,absent
283119,entity_e6,removed,absent
183965,entity_e1,retained,equivalent
183965,entity_e2,removed,absent
183965,entity_e3,removed,absent
183965,entity_e5,retained,equivalent
15113,entity_e1,retained,equivalent
15113,entity_e2,retained,equivalent
15113,entity_e3,retained,equivalent
15113,entity_e4,retained,equivalent
484346,entity_e1,retained,equivalent
484346,entity_e2,retained,equivalent
484346,entity_e3,retained,equivalent
484346,entity_e4,retained,generalized
142826,entity_e1,retained,equivalent
142826,entity_e2,retained,equivalent
142826,entity_e3,retained,equivalent
142826,entity_e4,retained,equivalent
142826,entity_e5,retained,equivalent
161022,entity_e1,retained,equivalent
161022,entity_e2,retained,equivalent
17409,entity_e1,retained,equivalent
17409,entity_e2,retained,equivalent
17409,entity_e3,retained,equivalent
17409,entity_e4,retained,equivalent
17409,entity_e5,retained,equivalent
422522,entity_e1,retained,generalized
422522,entity_e2,retained,equivalent
422522,entity_e3,retained,equivalent
422522,entity_e4,removed,absent
422522,entity_e5,removed,absent
456559,entity_e1,retained,equivalent
456559,entity_e2,retained,equivalent
456559,entity_e3,retained,equivalent
456559,entity_e4,retained,equivalent
456559,entity_e6,removed,absent
456559,entity_e7,removed,absent
240323,entity_e1,retained,equivalent
240323,entity_e2,retained,equivalent
240323,entity_e3,retained,equivalent
240323,entity_e5,retained,specialized
240323,entity_e6,retained,generalized
575901,entity_e1,retained,equivalent
575901,entity_e3,retained,equivalent
575901,entity_e4,retained,equivalent
575901,entity_e5,retained,equivalent
575901,entity_e7,retained,equivalent
575901,entity_e8,removed,absent
575901,entity_e9,removed,absent
575901,entity_e10,removed,absent
575901,entity_e11,removed,absent
316397,entity_e1,retained,equivalent
316397,entity_e2,removed,absent
316397,entity_e3,retained,equivalent
316397,entity_e6,retained,equivalent
316397,entity_e7,removed,absent
316397,entity_e8,retained,equivalent
344498,entity_e1,retained,equivalent
344498,entity_e2,retained,equivalent
344498,entity_e3,retained,equivalent
344498,entity_e4,retained,equivalent
344498,entity_e5,retained,equivalent
344498,entity_e6,retained,equivalent
344498,entity_e8,removed,absent
344498,entity_e9,retained,equivalent
344498,entity_e11,removed,absent
180167,entity_e1,retained,equivalent
180167,entity_e2,retained,equivalent
180167,entity_e3,removed,absent
180167,entity_e4,retained,equivalent
143132,entity_e1,retained,equivalent
143132,entity_e2,retained,equivalent
143132,entity_e3,retained,equivalent
143132,entity_e4,removed,absent
443218,entity_e1,retained,generalized
443218,entity_e2,retained,equivalent
443218,entity_e3,retained,equivalent
443218,entity_e4,retained,equivalent
443218,entity_e5,retained,equivalent
443218,entity_e6,retained,equivalent
331883,entity_e1,retained,equivalent
331883,entity_e2,retained,equivalent
331883,entity_e4,removed,absent
331883,entity_e5,removed,absent
331883,entity_e6,removed,absent
331883,entity_e7,removed,absent
132317,entity_e1,retained,equivalent
132317,entity_e2,retained,equivalent
132317,entity_e3,removed,absent
132317,entity_e4,removed,absent
132317,entity_e5,removed,absent
132317,entity_e6,removed,absent
150639,entity_e1,retained,equivalent
150639,entity_e2,retained,equivalent
150639,entity_e3,removed,absent
150639,entity_e4,retained,equivalent
150639,entity_e5,retained,equivalent
150639,entity_e7,removed,absent
237759,entity_e1,retained,equivalent
237759,entity_e2,removed,absent
237759,entity_e3,retained,equivalent
237759,entity_e4,retained,equivalent
237759,entity_e5,retained,equivalent
237759,entity_e6,retained,equivalent
237759,entity_e7,removed,absent
259422,entity_e1,retained,equivalent
259422,entity_e2,unresolved,collection_change
259422,entity_e3,retained,equivalent
259422,entity_e4,unresolved,unresolved
259422,entity_e5,retained,equivalent
259422,entity_e6,removed,absent
259422,entity_e7,retained,equivalent
259422,entity_e8,retained,equivalent
236747,entity_e1,retained,equivalent
236747,entity_e2,unresolved,unresolved
236747,entity_e3,unresolved,unresolved
236747,entity_e4,removed,absent
236747,entity_e5,removed,absent
236747,entity_e6,removed,absent
209322,entity_e1,retained,equivalent
209322,entity_e2,removed,absent
209322,entity_e3,retained,equivalent
209322,entity_e4,removed,absent
209322,entity_e6,retained,generalized
209322,entity_e7,removed,absent
209322,entity_e8,removed,absent
84701,entity_e1,retained,equivalent
84701,entity_e2,removed,absent
84701,entity_e3,removed,absent
84701,entity_e4,retained,equivalent
84701,entity_e5,retained,equivalent
84701,entity_e7,retained,equivalent
84701,entity_e8,retained,equivalent
84701,entity_e9,removed,absent
84701,entity_e10,removed,absent
357501,entity_e1,retained,equivalent
357501,entity_e2,unresolved,part_whole
357501,entity_e3,unresolved,collection_change
357501,entity_e4,removed,absent
213432,entity_e1,retained,equivalent
213432,entity_e2,retained,equivalent
213432,entity_e3,retained,equivalent
213432,entity_e4,removed,absent
99581,entity_e1,retained,equivalent
99581,entity_e2,retained,equivalent
99581,entity_e3,retained,equivalent
99581,entity_e4,removed,absent
497867,entity_e1,retained,equivalent
497867,entity_e2,removed,absent
497867,entity_e3,removed,absent
497867,entity_e5,removed,absent
497867,entity_e6,removed,absent
298812,entity_e1,retained,equivalent
298812,entity_e2,retained,equivalent
298812,entity_e3,retained,equivalent
298812,entity_e4,removed,absent
298812,entity_e5,retained,equivalent
298812,entity_e6,removed,absent
554114,entity_e1,retained,equivalent
554114,entity_e2,retained,equivalent
554114,entity_e3,retained,generalized
554114,entity_e4,retained,equivalent
554114,entity_e5,retained,equivalent
554114,entity_e6,removed,absent
554114,entity_e9,removed,absent
365099,entity_e1,retained,generalized
365099,entity_e2,retained,equivalent
365099,entity_e3,removed,absent
365099,entity_e4,retained,equivalent
365099,entity_e6,removed,absent
365099,entity_e7,removed,absent
317188,entity_e1,retained,equivalent
317188,entity_e2,retained,equivalent
317188,entity_e3,retained,equivalent
317188,entity_e4,retained,equivalent
317188,entity_e5,removed,absent
317188,entity_e6,removed,absent
317188,entity_e7,removed,absent
265462,entity_e1,retained,equivalent
265462,entity_e2,retained,equivalent
265462,entity_e3,removed,absent
469638,entity_e1,retained,equivalent
469638,entity_e2,retained,equivalent
469638,entity_e3,retained,equivalent
469638,entity_e4,retained,equivalent
469638,entity_e5,removed,absent
469638,entity_e7,removed,absent
469638,entity_e8,removed,absent
469638,entity_e9,removed,absent
469638,entity_e10,removed,absent
190395,entity_e1,retained,equivalent
190395,entity_e2,retained,equivalent
190395,entity_e3,removed,absent
190395,entity_e6,removed,absent
544638,entity_e1,retained,equivalent
544638,entity_e2,retained,equivalent
544638,entity_e3,unresolved,unresolved
544638,entity_e5,removed,absent
19079,entity_e1,retained,equivalent
19079,entity_e2,unresolved,collection_change
19079,entity_e5,removed,absent
435081,entity_e1,retained,equivalent
435081,entity_e2,retained,equivalent
435081,entity_e3,removed,absent
435081,entity_e4,retained,equivalent
435081,entity_e6,retained,equivalent
324789,entity_e2,retained,generalized
324789,entity_e3,retained,equivalent
324789,entity_e4,retained,equivalent
324789,entity_e5,retained,generalized
256003,entity_e1,removed,absent
256003,entity_e2,retained,equivalent
256003,entity_e3,retained,equivalent
256003,entity_e4,removed,absent
321217,entity_e1,retained,equivalent
321217,entity_e2,retained,equivalent
321217,entity_e3,removed,absent
321217,entity_e4,retained,equivalent
321217,entity_e5,retained,equivalent
321217,entity_e6,removed,absent
338419,entity_e1,retained,equivalent
338419,entity_e2,retained,equivalent
338419,entity_e3,retained,equivalent
360487,entity_e1,retained,equivalent
360487,entity_e2,retained,equivalent
360487,entity_e3,retained,equivalent
360487,entity_e4,unresolved,part_whole
58029,entity_e1,retained,equivalent
58029,entity_e2,removed,absent
58029,entity_e3,removed,absent
58029,entity_e4,removed,absent
58029,entity_e5,removed,absent
428975,entity_e1,retained,equivalent
428975,entity_e2,retained,equivalent
428975,entity_e3,retained,equivalent
428975,entity_e4,removed,absent
46463,entity_e1,retained,equivalent
46463,entity_e2,retained,equivalent
46463,entity_e3,retained,equivalent
46463,entity_e4,retained,equivalent
46463,entity_e5,retained,equivalent
46463,entity_e6,removed,absent
371005,entity_e1,retained,equivalent
371005,entity_e2,retained,equivalent
371005,entity_e3,retained,equivalent
191054,entity_e1,retained,equivalent
191054,entity_e2,retained,equivalent
191054,entity_e3,unresolved,unresolved
191054,entity_e4,removed,absent
191054,entity_e5,retained,equivalent
191054,entity_e6,retained,equivalent
191054,entity_e7,removed,absent
22461,entity_e2,retained,equivalent
22461,entity_e3,retained,equivalent
22461,entity_e4,retained,generalized
22461,entity_e5,unresolved,collection_change
8899,entity_e1,retained,equivalent
8899,entity_e2,retained,equivalent
8899,entity_e3,retained,equivalent
8899,entity_e4,removed,absent
8899,entity_e5,retained,equivalent
8899,entity_e6,removed,absent
506441,entity_e1,retained,generalized
506441,entity_e2,retained,equivalent
506441,entity_e3,retained,equivalent
506441,entity_e4,retained,equivalent
506441,entity_e5,retained,generalized
506441,entity_e6,retained,equivalent
506441,entity_e7,retained,equivalent
506441,entity_e8,removed,absent
438364,entity_e1,retained,equivalent
438364,entity_e2,retained,equivalent
438364,entity_e3,removed,absent
438364,entity_e4,removed,absent
93620,entity_e1,retained,equivalent
93620,entity_e2,removed,absent
93620,entity_e3,removed,absent
93620,entity_e4,unresolved,unresolved
93620,entity_e5,unresolved,unresolved
93620,entity_e6,removed,absent
93620,entity_e7,retained,equivalent
93620,entity_e8,retained,equivalent
93620,entity_e9,unresolved,unresolved
93620,entity_e10,unresolved,unresolved
93620,entity_e11,unresolved,unresolved
154173,entity_e1,retained,equivalent
154173,entity_e2,retained,equivalent
154173,entity_e3,retained,equivalent
237517,entity_e1,retained,equivalent
237517,entity_e2,removed,absent
237517,entity_e3,removed,absent
237517,entity_e4,retained,equivalent
237517,entity_e5,retained,equivalent
237517,entity_e6,retained,equivalent
237517,entity_e7,removed,absent
237517,entity_e8,removed,absent
237517,entity_e9,unresolved,collection_change
237517,entity_e10,removed,absent
237517,entity_e11,retained,equivalent
237517,entity_e12,retained,equivalent
237517,entity_e13,removed,absent
551665,entity_e1,retained,equivalent
551665,entity_e2,retained,equivalent
551665,entity_e3,removed,absent
551665,entity_e4,retained,equivalent
551665,entity_e5,removed,absent
551665,entity_e6,removed,absent
551665,entity_e7,removed,absent
551665,entity_e8,retained,equivalent
442136,entity_e1,retained,equivalent
442136,entity_e2,retained,equivalent
442136,entity_e3,retained,generalized
442136,entity_e4,retained,equivalent
442136,entity_e5,retained,equivalent
442136,entity_e6,removed,absent
442136,entity_e7,removed,absent
442136,entity_e8,removed,absent
249883,entity_e1,retained,equivalent
249883,entity_e2,retained,equivalent
249883,entity_e3,unresolved,unresolved
249883,entity_e4,retained,equivalent
249883,entity_e5,retained,equivalent
249883,entity_e6,removed,absent
564003,entity_e1,retained,equivalent
564003,entity_e2,removed,absent
564003,entity_e3,removed,absent
564003,entity_e5,retained,equivalent
564003,entity_e6,removed,absent
564003,entity_e7,removed,absent
6460,entity_e1,retained,equivalent
6460,entity_e2,retained,equivalent
6460,entity_e3,removed,absent
6460,entity_e4,retained,equivalent
6460,entity_e5,retained,equivalent
209548,entity_e1,retained,equivalent
209548,entity_e2,retained,equivalent
209548,entity_e3,retained,equivalent
209548,entity_e4,retained,generalized
209548,entity_e5,removed,absent
209548,entity_e6,retained,equivalent
275501,entity_e1,retained,equivalent
275501,entity_e2,retained,equivalent
275501,entity_e3,removed,absent
275501,entity_e4,removed,absent
275501,entity_e5,removed,absent
316617,entity_e1,retained,equivalent
316617,entity_e2,retained,equivalent
316617,entity_e3,removed,absent
316617,entity_e4,retained,equivalent
316617,entity_e5,removed,absent
316617,entity_e6,removed,absent
316617,entity_e7,removed,absent
316617,entity_e8,removed,absent
279634,entity_e1,retained,equivalent
279634,entity_e2,retained,equivalent
279634,entity_e3,retained,equivalent
279634,entity_e4,removed,absent
279634,entity_e5,retained,equivalent
279634,entity_e6,retained,equivalent
245173,entity_e1,retained,equivalent
245173,entity_e2,retained,equivalent
245173,entity_e3,retained,equivalent
245173,entity_e4,retained,equivalent
245173,entity_e5,retained,equivalent
245173,entity_e9,removed,absent
245173,entity_e10,removed,absent
522478,entity_e1,retained,equivalent
522478,entity_e2,retained,equivalent
522478,entity_e3,retained,equivalent
424712,entity_e1,retained,equivalent
424712,entity_e2,retained,equivalent
424712,entity_e3,retained,equivalent
424712,entity_e4,removed,absent
424712,entity_e5,removed,absent
424712,entity_e6,removed,absent
281628,entity_e1,retained,equivalent
281628,entity_e2,retained,equivalent
281628,entity_e3,retained,equivalent
281628,entity_e4,removed,absent
281628,entity_e5,removed,absent
281628,entity_e8,removed,absent
281628,entity_e10,removed,absent
236868,entity_e1,unresolved,collection_change
236868,entity_e2,retained,equivalent
236868,entity_e3,retained,equivalent
236868,entity_e4,removed,absent
236868,entity_e5,removed,absent
236868,entity_e6,removed,absent
522032,entity_e1,retained,equivalent
522032,entity_e3,retained,equivalent
522032,entity_e4,removed,absent
567171,entity_e1,retained,equivalent
567171,entity_e2,retained,equivalent
567171,entity_e3,removed,absent
567171,entity_e4,retained,equivalent
567171,entity_e5,retained,equivalent
567171,entity_e6,retained,equivalent
567171,entity_e8,removed,absent
559550,entity_e1,removed,absent
559550,entity_e2,retained,equivalent
559550,entity_e3,retained,equivalent
559550,entity_e4,removed,absent
559550,entity_e5,unresolved,unresolved
559550,entity_e6,removed,absent
559550,entity_e7,removed,absent
559550,entity_e8,removed,absent
559550,entity_e9,removed,absent
201141,entity_e1,retained,equivalent
201141,entity_e2,retained,equivalent
201141,entity_e3,retained,equivalent
201141,entity_e4,retained,equivalent
201141,entity_e5,removed,absent
201141,entity_e6,retained,equivalent
201141,entity_e7,removed,absent
201141,entity_e8,removed,absent
201141,entity_e9,removed,absent
201141,entity_e10,removed,absent
201141,entity_e11,removed,absent
317479,entity_e1,retained,generalized
317479,entity_e2,removed,absent
317479,entity_e3,retained,equivalent
317479,entity_e4,removed,absent
317479,entity_e5,removed,absent
317479,entity_e6,retained,equivalent
317479,entity_e7,retained,equivalent
317479,entity_e8,removed,absent
236246,entity_e1,removed,absent
236246,entity_e2,retained,equivalent
236246,entity_e3,retained,equivalent
236246,entity_e4,retained,equivalent
236246,entity_e5,retained,equivalent
236246,entity_e6,retained,equivalent
236246,entity_e7,removed,absent
402588,entity_e1,removed,absent
402588,entity_e2,retained,equivalent
402588,entity_e3,retained,equivalent
402588,entity_e4,unresolved,unresolved
402588,entity_e5,retained,equivalent
402588,entity_e6,retained,equivalent
402588,entity_e7,unresolved,unresolved
401862,entity_e1,retained,equivalent
401862,entity_e2,retained,equivalent
401862,entity_e3,removed,absent
401862,entity_e4,removed,absent
401862,entity_e6,removed,absent
141256,entity_e1,unresolved,unresolved
141256,entity_e2,retained,equivalent
141256,entity_e3,unresolved,collection_change
141256,entity_e4,unresolved,unresolved
141256,entity_e5,retained,equivalent
141256,entity_e6,unresolved,unresolved
141256,entity_e7,unresolved,unresolved
141256,entity_e8,removed,absent
141256,entity_e9,unresolved,unresolved
141256,entity_e10,unresolved,unresolved
409009,entity_e1,retained,generalized
409009,entity_e2,retained,equivalent
409009,entity_e3,retained,equivalent
409009,entity_e4,removed,absent
438426,entity_e1,retained,generalized
438426,entity_e2,retained,equivalent
438426,entity_e3,retained,equivalent
438426,entity_e4,removed,absent
10837,entity_e1,retained,equivalent
10837,entity_e2,retained,equivalent
10837,entity_e3,retained,equivalent
