added,gain,hallucination_change,length_group,loss,modified_in,modified_out,original_count,pair_id,possible_gain,possible_loss,removed,retained,role,steer_count,supported_change,type
0,0,lost,shorter,1,0,0,1,389308,0,0,1,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,0,389308,1,0,0,0,S,1,unresolved,attribute
0,0,lost,shorter,0,0,0,0,389308,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,1,0,0,6,261115,1,1,1,4,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,261115,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,261115,0,2,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,261115,0,1,0,0,H,0,unresolved,attribute
0,0,lost,shorter,2,0,0,7,253489,0,0,2,5,S,5,mixed,entity
0,0,lost,shorter,0,0,0,0,253489,0,0,0,0,H,0,mixed,entity
2,2,lost,shorter,1,0,0,2,253489,0,0,1,1,S,3,mixed,attribute
0,0,lost,shorter,1,0,0,1,253489,0,0,1,0,H,0,mixed,attribute
1,1,unchanged,shorter,2,0,0,6,45367,0,0,2,4,S,5,mixed,entity
0,0,unchanged,shorter,0,0,0,0,45367,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,1,0,0,3,45367,0,0,1,2,S,2,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,45367,0,0,0,0,H,0,mixed,attribute
1,1,lost,shorter,0,0,0,2,46912,0,1,0,2,S,3,unresolved,entity
0,0,lost,shorter,1,0,0,2,46912,0,1,1,1,H,1,unresolved,entity
1,1,lost,shorter,0,0,0,0,46912,0,0,0,0,S,1,unresolved,attribute
0,0,lost,shorter,0,0,0,0,46912,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,0,0,0,4,94760,2,0,0,4,S,6,gained,entity
0,0,unresolved,shorter,0,0,0,0,94760,2,0,0,0,H,0,gained,entity
1,1,unresolved,shorter,0,0,0,0,94760,0,0,0,0,S,1,gained,attribute
0,0,unresolved,shorter,0,0,0,0,94760,0,0,0,0,H,0,gained,attribute
3,3,unresolved,shorter,3,0,0,9,96755,2,2,3,4,S,8,mixed,entity
0,0,unresolved,shorter,1,0,0,1,96755,1,0,1,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,0,96755,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,96755,0,0,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,2,0,0,5,221044,2,2,2,1,S,4,mixed,entity
0,0,unresolved,shorter,1,0,0,1,221044,1,0,1,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,1,221044,0,0,0,1,S,1,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,221044,0,0,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,3,0,0,7,482236,0,2,3,4,S,6,mixed,entity
1,1,unresolved,shorter,0,0,0,0,482236,0,2,0,0,H,1,mixed,entity
0,0,unresolved,shorter,0,0,0,0,482236,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,482236,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,1,0,0,3,48530,1,1,1,1,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,48530,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,48530,0,2,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,48530,0,1,0,0,H,0,unresolved,attribute
0,0,mixed,shorter,3,0,0,6,112437,0,2,3,3,S,3,mixed,entity
0,0,mixed,shorter,2,0,0,3,112437,0,2,2,1,H,1,mixed,entity
1,1,mixed,shorter,0,0,0,0,112437,0,0,0,0,S,1,mixed,attribute
1,1,mixed,shorter,0,0,0,0,112437,0,0,0,0,H,1,mixed,attribute
0,0,mixed,shorter,3,0,0,8,255795,1,0,3,5,S,6,unresolved,entity
1,1,mixed,shorter,2,0,0,3,255795,0,1,2,0,H,1,unresolved,entity
0,0,mixed,shorter,0,0,0,0,255795,0,0,0,0,S,0,unresolved,attribute
0,0,mixed,shorter,0,0,0,0,255795,0,0,0,0,H,0,unresolved,attribute
1,1,unresolved,shorter,0,0,0,3,511138,0,0,0,3,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,511138,0,0,0,1,H,1,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,511138,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,511138,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,2,0,0,7,548090,0,0,2,5,S,7,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,548090,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,2,548090,0,0,0,2,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,548090,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,1,403907,2,4,0,1,S,1,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,403907,2,4,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,403907,0,1,1,1,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,403907,0,1,0,0,H,0,unresolved,attribute
1,1,unresolved,shorter,1,0,0,5,439180,0,0,1,4,S,5,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,439180,0,0,1,0,H,0,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,439180,0,0,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,439180,0,0,0,0,H,0,unresolved,attribute
2,2,gained,shorter,1,0,0,4,554582,0,0,1,3,S,5,mixed,entity
0,0,gained,shorter,0,0,0,0,554582,0,0,0,0,H,0,mixed,entity
0,0,gained,shorter,0,0,0,0,554582,0,0,0,0,S,0,mixed,attribute
1,1,gained,shorter,0,0,0,0,554582,0,0,0,0,H,1,mixed,attribute
2,2,lost,shorter,0,0,0,3,475150,0,0,0,3,S,5,gained,entity
0,0,lost,shorter,1,0,0,1,475150,0,0,1,0,H,0,gained,entity
0,0,lost,shorter,0,0,0,1,475150,0,0,0,1,S,1,gained,attribute
0,0,lost,shorter,0,0,0,0,475150,0,0,0,0,H,0,gained,attribute
0,0,lost,shorter,6,0,0,7,575946,0,0,6,1,S,1,lost,entity
0,0,lost,shorter,2,0,0,2,575946,0,0,2,0,H,0,lost,entity
0,0,lost,shorter,2,0,0,3,575946,0,0,2,1,S,1,lost,attribute
0,0,lost,shorter,0,0,0,0,575946,0,0,0,0,H,0,lost,attribute
0,0,unresolved,shorter,1,0,0,6,356500,0,0,1,5,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,356500,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,356500,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,356500,0,0,0,0,H,0,unresolved,attribute
1,1,gained,shorter,2,0,0,7,579468,1,1,2,4,S,6,mixed,entity
1,1,gained,shorter,0,0,0,0,579468,0,0,0,0,H,1,mixed,entity
1,1,gained,shorter,1,0,0,3,579468,0,0,1,2,S,3,mixed,attribute
0,0,gained,shorter,0,0,0,0,579468,0,0,0,0,H,0,mixed,attribute
0,0,unchanged,shorter,1,0,0,6,332570,1,3,1,2,S,3,unresolved,entity
0,0,unchanged,shorter,0,0,0,0,332570,0,0,0,0,H,0,unresolved,entity
0,0,unchanged,shorter,1,0,0,1,332570,0,0,1,0,S,0,unresolved,attribute
0,0,unchanged,shorter,0,0,0,0,332570,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,3,0,0,5,293964,6,7,3,1,S,6,mixed,entity
0,0,unresolved,shorter,1,0,0,1,293964,3,6,1,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,0,293964,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,293964,0,0,0,0,H,0,mixed,attribute
0,0,mixed,shorter,3,0,0,9,137967,0,0,3,6,S,6,lost,entity
1,1,mixed,shorter,2,0,0,3,137967,0,0,2,1,H,2,lost,entity
0,0,mixed,shorter,0,0,0,0,137967,0,0,0,0,S,0,lost,attribute
0,0,mixed,shorter,0,0,0,0,137967,0,0,0,0,H,0,lost,attribute
0,0,unresolved,shorter,3,0,0,4,54264,0,1,3,1,S,1,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,54264,0,1,1,1,H,1,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,54264,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,54264,0,0,0,0,H,0,unresolved,attribute
7,7,gained,shorter,1,0,0,10,63040,1,4,1,5,S,13,mixed,entity
1,1,gained,shorter,0,0,0,0,63040,0,0,0,0,H,1,mixed,entity
0,0,gained,shorter,0,0,0,0,63040,0,0,0,0,S,0,mixed,attribute
0,0,gained,shorter,0,0,0,0,63040,0,0,0,0,H,0,mixed,attribute
3,3,unresolved,shorter,1,0,0,3,397351,2,0,1,2,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,397351,2,0,0,0,H,0,unresolved,entity
1,1,unresolved,shorter,1,0,0,1,397351,0,0,1,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,397351,0,0,0,0,H,0,unresolved,attribute
0,0,lost,shorter,2,0,0,7,204661,0,1,2,4,S,4,mixed,entity
0,0,lost,shorter,1,0,0,1,204661,0,0,1,0,H,0,mixed,entity
2,2,lost,shorter,1,0,0,1,204661,0,0,1,0,S,2,mixed,attribute
0,0,lost,shorter,0,0,0,0,204661,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,1,0,0,7,223874,9,6,1,2,S,12,mixed,entity
1,1,unresolved,shorter,0,0,0,0,223874,0,2,0,0,H,1,mixed,entity
0,0,unresolved,shorter,0,0,0,0,223874,3,0,0,0,S,3,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,223874,0,0,0,0,H,0,mixed,attribute
2,2,unchanged,shorter,5,0,0,9,87144,0,0,5,4,S,6,mixed,entity
0,0,unchanged,shorter,0,0,0,0,87144,0,0,0,0,H,0,mixed,entity
3,3,unchanged,shorter,0,0,0,0,87144,0,0,0,0,S,3,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,87144,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,2,0,0,7,373857,3,2,2,3,S,6,unresolved,entity
0,0,unresolved,shorter,2,0,0,2,373857,0,0,2,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,373857,1,1,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,373857,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,longer,0,0,0,4,294484,2,2,0,2,S,5,unresolved,entity
0,0,unresolved,longer,0,0,0,1,294484,3,1,0,0,H,2,unresolved,entity
0,0,unresolved,longer,0,0,0,0,294484,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,longer,0,0,0,0,294484,0,0,0,0,H,0,unresolved,attribute
1,1,unchanged,shorter,2,0,0,6,303908,0,0,2,4,S,5,mixed,entity
0,0,unchanged,shorter,0,0,0,0,303908,0,0,0,0,H,0,mixed,entity
1,1,unchanged,shorter,1,0,0,1,303908,0,0,1,0,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,303908,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,1,0,0,3,112702,0,0,1,2,S,2,lost,entity
0,0,lost,shorter,4,0,0,4,112702,0,0,4,0,H,0,lost,entity
0,0,lost,shorter,2,0,0,3,112702,0,0,2,1,S,1,lost,attribute
0,0,lost,shorter,1,0,0,1,112702,0,0,1,0,H,0,lost,attribute
0,0,unresolved,shorter,5,0,0,8,226701,2,3,5,1,S,3,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,226701,0,1,0,1,H,1,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,226701,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,226701,0,0,0,0,H,0,unresolved,attribute
0,0,lost,shorter,0,0,0,4,89359,0,0,0,4,S,4,lost,entity
0,0,lost,shorter,1,0,0,1,89359,0,0,1,0,H,0,lost,entity
0,0,lost,shorter,1,0,0,1,89359,0,0,1,0,S,0,lost,attribute
0,0,lost,shorter,0,0,0,0,89359,0,0,0,0,H,0,lost,attribute
3,3,lost,longer,1,0,0,4,366830,0,0,1,3,S,6,mixed,entity
0,0,lost,longer,1,0,0,1,366830,0,0,1,0,H,0,mixed,entity
1,1,lost,longer,0,0,0,1,366830,0,0,0,1,S,2,mixed,attribute
0,0,lost,longer,0,0,0,0,366830,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,4,0,0,8,537857,1,0,4,4,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,537857,0,1,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,537857,1,0,0,1,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,537857,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,1,0,0,4,494141,1,0,1,3,S,5,mixed,entity
0,0,unresolved,shorter,1,0,0,1,494141,1,0,1,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,0,494141,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,494141,0,0,0,0,H,0,mixed,attribute
1,1,unchanged,shorter,0,0,0,2,164497,0,0,0,2,S,3,mixed,entity
0,0,unchanged,shorter,0,0,0,0,164497,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,1,0,0,1,164497,0,0,1,0,S,0,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,164497,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,5,0,0,10,380203,2,3,5,2,S,5,mixed,entity
0,0,unresolved,shorter,0,0,0,0,380203,0,0,0,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,2,380203,1,1,0,1,S,2,mixed,attribute
0,0,unresolved,shorter,0,0,0,1,380203,1,1,0,0,H,1,mixed,attribute
2,2,mixed,shorter,2,0,0,6,570101,0,0,2,4,S,6,mixed,entity
0,0,mixed,shorter,3,0,0,5,570101,0,0,3,2,H,2,mixed,entity
1,1,mixed,shorter,2,0,0,2,570101,0,0,2,0,S,1,mixed,attribute
1,1,mixed,shorter,0,0,0,0,570101,0,0,0,0,H,1,mixed,attribute
0,0,unchanged,shorter,1,0,0,5,447553,0,0,1,4,S,4,lost,entity
0,0,unchanged,shorter,0,0,0,0,447553,0,0,0,0,H,0,lost,entity
0,0,unchanged,shorter,1,0,0,1,447553,0,0,1,0,S,0,lost,attribute
0,0,unchanged,shorter,0,0,0,0,447553,0,0,0,0,H,0,lost,attribute
1,1,unresolved,shorter,6,0,0,10,230739,0,0,6,4,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,230739,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,230739,0,0,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,230739,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,3,74789,0,1,0,3,S,3,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,74789,0,1,0,0,H,1,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,74789,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,74789,0,0,0,0,H,0,unresolved,attribute
0,0,lost,shorter,0,0,0,4,198590,1,1,0,3,S,4,unresolved,entity
0,0,lost,shorter,0,0,0,0,198590,0,0,0,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,1,198590,0,0,0,1,S,1,unresolved,attribute
0,0,lost,shorter,1,0,0,1,198590,0,0,1,0,H,0,unresolved,attribute
0,0,lost,shorter,1,0,0,3,41438,0,1,1,2,S,2,lost,entity
0,0,lost,shorter,1,0,0,2,41438,0,1,1,1,H,1,lost,entity
0,0,lost,shorter,0,0,0,0,41438,0,0,0,0,S,0,lost,attribute
0,0,lost,shorter,0,0,0,0,41438,0,0,0,0,H,0,lost,attribute
1,1,lost,shorter,2,0,0,6,235864,0,0,2,4,S,5,mixed,entity
0,0,lost,shorter,2,0,0,2,235864,0,0,2,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,0,235864,0,0,0,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,235864,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,1,0,0,6,133819,0,0,1,5,S,5,mixed,entity
0,0,lost,shorter,1,0,0,1,133819,0,0,1,0,H,0,mixed,entity
0,1,lost,shorter,2,1,1,2,133819,0,0,1,0,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,133819,0,0,0,0,H,0,mixed,attribute
1,1,unchanged,shorter,1,0,0,6,30361,1,1,1,4,S,6,mixed,entity
0,0,unchanged,shorter,0,0,0,0,30361,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,0,0,0,0,30361,1,0,0,0,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,30361,0,0,0,0,H,0,mixed,attribute
1,1,unchanged,shorter,3,0,0,6,281683,1,1,3,2,S,4,mixed,entity
0,0,unchanged,shorter,0,0,0,0,281683,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,0,0,0,2,281683,2,1,0,1,S,3,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,281683,0,0,0,0,H,0,mixed,attribute
1,1,mixed,shorter,0,0,0,2,574280,1,1,0,2,S,3,mixed,entity
1,1,mixed,shorter,1,0,0,2,574280,2,2,1,0,H,2,mixed,entity
0,0,mixed,shorter,1,0,0,2,574280,0,0,1,1,S,1,mixed,attribute
0,0,mixed,shorter,0,0,0,0,574280,0,0,0,0,H,0,mixed,attribute
2,2,lost,shorter,2,0,0,6,269942,0,0,2,4,S,6,mixed,entity
0,0,lost,shorter,1,0,0,1,269942,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,1,269942,1,1,0,0,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,269942,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,3,515391,0,1,0,3,S,3,lost,entity
0,0,unresolved,shorter,0,0,0,0,515391,0,1,0,0,H,0,lost,entity
0,0,unresolved,shorter,2,0,0,2,515391,0,0,2,0,S,0,lost,attribute
0,0,unresolved,shorter,0,0,0,0,515391,0,0,0,0,H,0,lost,attribute
0,0,unchanged,shorter,1,0,0,3,572050,0,0,1,2,S,2,lost,entity
0,0,unchanged,shorter,0,0,0,0,572050,0,0,0,0,H,0,lost,entity
0,0,unchanged,shorter,0,0,0,1,572050,0,0,0,1,S,1,lost,attribute
0,0,unchanged,shorter,0,0,0,0,572050,0,0,0,0,H,0,lost,attribute
1,1,unresolved,shorter,1,0,0,4,233023,6,2,1,2,S,6,mixed,entity
0,0,unresolved,shorter,1,0,0,1,233023,3,1,1,0,H,0,mixed,entity
1,1,unresolved,shorter,0,0,0,1,233023,0,0,0,1,S,2,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,233023,0,0,0,0,H,0,mixed,attribute
0,0,gained,shorter,2,0,0,6,230220,1,0,2,4,S,5,unresolved,entity
0,0,gained,shorter,0,0,0,0,230220,0,0,0,0,H,0,unresolved,entity
0,0,gained,shorter,0,0,0,1,230220,2,1,0,0,S,0,unresolved,attribute
1,1,gained,shorter,0,0,0,0,230220,2,0,0,0,H,1,unresolved,attribute
2,2,lost,shorter,0,0,0,3,381213,2,1,0,2,S,6,unresolved,entity
0,0,lost,shorter,2,0,0,2,381213,0,0,2,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,0,381213,0,0,0,0,S,0,unresolved,attribute
0,0,lost,shorter,0,0,0,0,381213,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,5,0,0,9,73201,0,1,5,4,S,4,lost,entity
0,0,unresolved,shorter,0,0,0,0,73201,0,1,0,0,H,0,lost,entity
0,0,unresolved,shorter,1,0,0,1,73201,0,0,1,0,S,0,lost,attribute
0,0,unresolved,shorter,0,0,0,0,73201,0,0,0,0,H,0,lost,attribute
3,3,unchanged,shorter,3,0,0,6,306879,2,1,3,2,S,7,mixed,entity
0,0,unchanged,shorter,0,0,0,0,306879,0,0,0,0,H,0,mixed,entity
2,2,unchanged,shorter,0,0,0,0,306879,2,0,0,0,S,4,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,306879,0,0,0,0,H,0,mixed,attribute
0,0,unchanged,shorter,0,0,0,3,519728,0,0,0,3,S,3,lost,entity
0,0,unchanged,shorter,0,0,0,0,519728,0,0,0,0,H,0,lost,entity
0,0,unchanged,shorter,1,0,0,1,519728,0,0,1,0,S,0,lost,attribute
0,0,unchanged,shorter,0,0,0,0,519728,0,0,0,0,H,0,lost,attribute
1,1,unresolved,shorter,0,0,0,3,159736,2,2,0,3,S,4,unresolved,entity
0,0,unresolved,shorter,3,0,0,3,159736,2,2,3,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,159736,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,159736,0,0,0,0,H,0,unresolved,attribute
0,0,unchanged,shorter,1,0,0,4,280888,0,0,1,3,S,3,lost,entity
0,0,unchanged,shorter,0,0,0,0,280888,0,0,0,0,H,0,lost,entity
0,0,unchanged,shorter,1,0,0,1,280888,0,0,1,0,S,0,lost,attribute
0,0,unchanged,shorter,0,0,0,0,280888,0,0,0,0,H,0,lost,attribute
0,0,unchanged,shorter,2,0,0,7,138119,1,1,2,4,S,5,unresolved,entity
0,0,unchanged,shorter,0,0,0,0,138119,0,0,0,0,H,0,unresolved,entity
0,0,unchanged,shorter,0,0,0,0,138119,0,0,0,0,S,0,unresolved,attribute
0,0,unchanged,shorter,0,0,0,0,138119,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,2,0,0,7,454642,1,2,2,3,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,454642,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,454642,0,1,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,454642,0,1,0,0,H,0,unresolved,attribute
7,7,lost,shorter,1,0,0,7,91349,0,0,1,6,S,13,mixed,entity
0,0,lost,shorter,4,0,0,4,91349,0,0,4,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,1,91349,0,0,0,1,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,91349,0,0,0,0,H,0,mixed,attribute
5,5,lost,shorter,2,0,0,3,110196,0,0,2,1,S,6,mixed,entity
0,0,lost,shorter,2,0,0,2,110196,0,0,2,0,H,0,mixed,entity
2,2,lost,shorter,0,0,0,1,110196,0,0,0,1,S,3,mixed,attribute
0,0,lost,shorter,0,0,0,0,110196,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,2,0,0,4,441614,0,0,2,2,S,2,lost,entity
0,0,lost,shorter,1,0,0,1,441614,0,0,1,0,H,0,lost,entity
0,0,lost,shorter,1,0,0,1,441614,0,0,1,0,S,0,lost,attribute
0,0,lost,shorter,0,0,0,0,441614,0,0,0,0,H,0,lost,attribute
1,1,unchanged,shorter,3,0,0,9,35966,2,1,3,5,S,8,mixed,entity
0,0,unchanged,shorter,0,0,0,0,35966,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,0,0,0,1,35966,0,0,0,1,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,35966,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,0,0,0,5,458778,0,1,0,5,S,5,mixed,entity
0,0,lost,shorter,1,0,0,1,458778,0,1,1,0,H,0,mixed,entity
1,1,lost,shorter,1,0,0,1,458778,0,0,1,0,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,458778,0,0,0,0,H,0,mixed,attribute
1,1,lost,shorter,0,0,0,4,578383,0,0,0,4,S,5,mixed,entity
0,0,lost,shorter,1,0,0,1,578383,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,2,0,0,2,578383,0,0,2,0,S,0,mixed,attribute
0,0,lost,shorter,1,0,0,1,578383,0,0,1,0,H,0,mixed,attribute
3,3,lost,shorter,1,0,0,6,361521,1,1,1,4,S,8,mixed,entity
0,0,lost,shorter,1,0,0,1,361521,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,2,361521,1,1,0,1,S,2,mixed,attribute
0,0,lost,shorter,0,0,0,0,361521,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,5,0,0,9,340934,2,2,5,2,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,340934,0,0,0,0,H,0,unresolved,entity
1,1,unresolved,shorter,1,0,0,2,340934,1,2,1,0,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,340934,0,1,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,3,0,0,5,274298,2,1,3,1,S,5,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,274298,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,274298,0,0,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,274298,0,0,0,0,H,0,unresolved,attribute
0,0,unchanged,shorter,3,0,0,6,467966,1,1,3,2,S,3,unresolved,entity
0,0,unchanged,shorter,0,0,0,1,467966,0,0,0,1,H,1,unresolved,entity
0,0,unchanged,shorter,0,0,0,1,467966,0,0,0,1,S,1,unresolved,attribute
0,0,unchanged,shorter,0,0,0,0,467966,0,0,0,0,H,0,unresolved,attribute
3,3,unchanged,shorter,2,0,0,5,448657,0,0,2,3,S,6,mixed,entity
0,0,unchanged,shorter,0,0,0,0,448657,0,0,0,0,H,0,mixed,entity
2,2,unchanged,shorter,4,0,0,4,448657,0,0,4,0,S,2,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,448657,0,0,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,2,0,0,6,381925,1,0,2,4,S,6,mixed,entity
0,0,unresolved,shorter,0,0,0,1,381925,1,0,0,1,H,1,mixed,entity
0,0,unresolved,shorter,1,0,0,2,381925,0,0,1,1,S,1,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,381925,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,1,0,0,4,85162,1,0,1,3,S,4,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,85162,1,0,1,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,2,85162,0,0,0,2,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,85162,0,0,0,0,H,0,unresolved,attribute
0,0,lost,shorter,2,0,0,5,581863,0,0,2,3,S,3,mixed,entity
0,0,lost,shorter,4,0,0,4,581863,0,0,4,0,H,0,mixed,entity
1,1,lost,shorter,2,0,0,3,581863,0,0,2,1,S,2,mixed,attribute
0,0,lost,shorter,0,0,0,0,581863,0,0,0,0,H,0,mixed,attribute
3,3,unresolved,shorter,2,0,0,6,567740,0,0,2,4,S,7,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,567740,0,0,0,0,H,1,unresolved,entity
2,2,unresolved,shorter,0,0,0,0,567740,0,0,0,0,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,567740,0,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,3,0,0,6,327590,0,1,3,3,S,5,mixed,entity
2,2,unresolved,shorter,0,0,0,0,327590,0,1,0,0,H,2,mixed,entity
0,0,unresolved,shorter,0,0,0,0,327590,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,327590,0,0,0,0,H,0,mixed,attribute
2,2,lost,shorter,3,0,0,9,32001,1,1,3,5,S,8,mixed,entity
